Organization_Name,Organization_Name_URL,Founded_Date,Founders,Number_of_Employees,Description,Industries,Industry_Groups,Headquarters_Location,Headquarters_Regions,Operating_Status,Funding_Status,Number_of_Funding_Rounds,Last_Funding_Amount,Last_Funding_Amount_Currency,Last_Funding_Date,Last_Funding_Type,Total_Funding_Amount,Total_Funding_Amount_Currency,Number_of_Lead_Investors,Top_5_Investors,Trend_Score_7_Days,Trend_Score_30_Days,Trend_Score_90_Days,Growth_Trend,Active_Hiring,Region_Local,Region_Mid,Region_Broad,Industry_Category
Solda.AI,https://www.crunchbase.com/organization/airs-ai,2023-04-01,Serge Shalaev,11-50,"Solda.AI builds brand-custom, multilingual AI voice agents for banks and fintechs.","Artificial Intelligence (AI), Information Technology","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Middletown, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Active,Seed,2,4000000.0,EUR,2025-04-30,Seed,5946658.0,USD,1.0,"Accel, AltaIR Capital, Darian Shirazi",-0.4,-1.3,-2.2,-47.00%,N,Greater Philadelphia Area,East Coast,Southern US,AI & Data
Claira Inc,https://www.crunchbase.com/organization/claira,2024-02-01,"Alex Schumacher, Eric Chang, Federico Polacov",11-50,"Claira’s Deal Intelligence Platform for finance automates your deal pipeline, deal origination and deal management.","Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Natural Language Processing, SaaS, Software","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,3,7000000.0,USD,2025-06-24,Seed,7230000.0,USD,3.0,"Citi, Activant Capital, Barclays, KDX, OPCO Ventures",-0.1,-0.3,-2.2,-9.00%,N,Greater New York Area,East Coast,Northeastern US,Fintech
Vima Therapeutics,https://www.crunchbase.com/organization/vima-therapeutics,2023-01-01,Bernard Ravina,11-50,Vima Therapeutics operates as a biotechnology company.,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Early Stage Venture,1,60000000.0,USD,2025-05-29,Series A,60000000.0,USD,1.0,"Canaan Partners, Atlas Venture, Access Industries",-0.3,0.7,-2.9,36.00%,N,Greater Boston Area,East Coast,Northeastern US,Healthcare & Biotech
Syndeio Biosciences,https://www.crunchbase.com/organization/syndeio-biosciences,2025-01-01,"Derek Small, Michael McCully",11-50,Syndeio Biosciences is a newly launched biotech company pioneering precision neurotherapeutics.,Biotechnology,"Biotechnology, Science and Engineering","Indianapolis, Indiana, United States","Great Lakes, Midwestern US",Active,Unknown,1,90000000.0,USD,2025-05-27,Venture - Series Unknown,90000000.0,USD,0.0,"AbbVie, Catalio Capital Management, Eli Lilly, Innoviva, Palo Santo Fund",0.0,-0.7,-3.9,233.00%,N,Great Lakes,Unknown,Midwestern US,Healthcare & Biotech
Resolv Labs,https://www.crunchbase.com/organization/resolv-labs,2023-01-01,"Fedor Chmile, Ivan Kozlov, Tim Shekikhachev",11-50,Resolv Labs is a low-risk crypto investment backed by the True-Delta Neutral Architecture.,Financial Services,Financial Services,"Virgin, Utah, United States",Western US,Active,Seed,1,10000000.0,USD,2025-04-16,Seed,10000000.0,USD,2.0,"Arrington Capital, Coinbase Ventures, Flowdesk, Robot Ventures, ether.fi",-0.3,1.0,1.9,75.00%,Y,Western US,Unknown,Unknown,Fintech
Big Rentals,https://www.crunchbase.com/organization/big-rentals,2023-01-01,Unknown,11-50,"Equipment rentals made easy with all-in-one rental software to help owners manage their business, grow sales, and accept online bookings.","Construction, Marketplace, Rental, SaaS","Commerce and Shopping, Real Estate, Software","Dover, Delaware, United States","East Coast, Southern US",Active,Seed,2,2600000.0,USD,2025-08-15,Seed,2745000.0,USD,3.0,"LAUNCH, EquipmentShare, Ironspring Ventures, Right Side Capital Management, Forum Ventures",-0.6,-1.7,8.0,-12.00%,N,East Coast,Unknown,Southern US,Enterprise Software
Trust AI,https://www.crunchbase.com/organization/trust-ai,2025-01-01,Unknown,11-50,Trust AI is a dental artificial intelligence (AI) platform.,"Artificial Intelligence (AI), Dental, Health Care","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,6000000.0,USD,2025-08-05,Seed,6000000.0,USD,3.0,"Goetze Dental, Rockwood Programs, Wehrle Implant Training Center",-0.4,-1.9,9.9,300.00%,N,San Francisco Bay Area,West Coast,Western US,Healthcare & Biotech
Merso,https://www.crunchbase.com/organization/merso-cb44,2023-01-01,Julio Rasga,11-50,Merso is a fintech startup that offers financing solutions for digital assets in the gaming sector.,"FinTech, Gaming, Web3","Blockchain and Cryptocurrency, Financial Services, Gaming, Internet Services","Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Active,Seed,1,3000000.0,USD,2025-08-01,Seed,3000000.0,USD,0.0,Unknown,-1.6,-4.0,9.9,167.00%,N,San Francisco Bay Area,Silicon Valley,Western US,Fintech
Mobly,https://www.crunchbase.com/organization/mobly-cf90,2023-01-09,"Kris Jenkins, Zach Barney",11-50,Mobly is the System of Record for Event and Field Marketing.,"B2B, Event Management, Marketing Automation, Mobile Apps, SaaS, Software","Apps, Events, Media and Entertainment, Mobile, Other, Sales and Marketing, Software","Lehi, Utah, United States",Western US,Active,Seed,3,4300000.0,USD,2025-01-21,Seed,7245000.0,USD,3.0,"VITALIZE Venture Capital, Eniac Ventures, Peterson Ventures, Service Provider Capital, Jump Capital",0.1,-0.2,-0.3,83.00%,N,Western US,Unknown,Unknown,AI & Data
HackQuest,https://www.crunchbase.com/organization/hackquest,2023-07-01,Cameron Wang,11-50,Web3.0 programming for everyone.,"Apps, EdTech, Education, Non-Fungible Token (NFT), Web3","Apps, Blockchain and Cryptocurrency, Education, Internet Services, Software","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",Active,Seed,3,4100000.0,USD,2025-08-09,Seed,5200000.0,USD,1.0,"Animoca Brands, Open Campus, STEPN, KIP Protocol, ByteTrade Lab",-0.3,-1.7,6.7,123.00%,N,Greater Atlanta Area,East Coast,Southern US,Education
Nephrolytics,https://www.crunchbase.com/organization/nephrolytics,2023-09-15,"Fahim Rahim, Naeem Rahim",11-50,Nephrolytics is an AI-powered clinical intelligence platform purpose-built for nephrology.,"Artificial Intelligence (AI), Health Care","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Idaho Falls, Idaho, United States",Western US,Active,Seed,2,2500000.0,USD,2025-06-25,Seed,2500000.0,USD,0.0,Unknown,-0.3,-1.0,-2.7,47.00%,N,Western US,Unknown,Unknown,Healthcare & Biotech
Aethero,https://www.crunchbase.com/organization/aethero-space,2023-01-01,"Amit Pinnamaneni, Edward Ge",11-50,Aethero is building the future of space computing and autonomy.,"Aerospace, Artificial Intelligence (AI), Cloud Computing, Computer, Machine Learning, Space Travel","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software, Transportation","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,8400000.0,USD,2025-06-10,Seed,8400000.0,USD,3.0,"Alumni Ventures, Neo, 1517 Fund, Kindred Ventures, Acequia Capital (AceCap)",-0.2,-0.5,-4.5,25.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
Piston,https://www.crunchbase.com/organization/piston-8731,2023-10-24,Shivam Shah,11-50,Payments technology company for the logistics Industry,"FinTech, Logistics, Mobile Payments, Payments","Financial Services, Mobile, Payments, Software, Transportation","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,6100000.0,USD,2025-06-10,Seed,7500000.0,USD,2.0,"Pear VC, Bond, Spark Capital",-0.2,2.0,-3.4,Unknown,Y,San Francisco Bay Area,West Coast,Western US,Fintech
StrongestLayer,https://www.crunchbase.com/organization/strongestlayer,2024-01-01,"Alan LeFort, Joshua Bass, Muhammad Rizwan",11-50,StrongestLayer is an AI-based cybersecurity platform mainly for email security and human risk mitigation.,"Artificial Intelligence (AI), Cyber Security, Network Security","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,5200000.0,USD,2025-07-17,Seed,5200000.0,USD,1.0,"Sorenson Capital, Recall Capital",-0.2,-1.4,9.9,22.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
Neurotone AI,https://www.crunchbase.com/organization/neurotone-ai,2023-01-01,Unknown,11-50,Neurotone AI is a technology company.,Unknown,Unknown,"Gainesville, Florida, United States","East Coast, Southern US",Active,Unknown,2,1739919.0,USD,2025-02-17,Venture - Series Unknown,4254902.0,USD,0.0,Unknown,1.5,-0.9,-0.1,Unknown,N,East Coast,Unknown,Southern US,Unknown
Taxwire,https://www.crunchbase.com/organization/taxwire,2023-05-17,"Andrew Rea, Steven Schmatz",11-50,Global Sales Tax Solved,"Artificial Intelligence (AI), FinTech, SaaS","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,2,9000000.0,USD,2025-07-09,Seed,12900000.0,USD,3.0,"Headline, XYZ Venture Capital, Recall Capital, Vinyl Capital, New Era Ventures",0.5,-0.2,9.3,117.00%,Y,Greater New York Area,East Coast,Northeastern US,Fintech
Pulse,https://www.crunchbase.com/organization/pulse-ai-ea00,2024-01-01,"Ritvik Pandey, Sid Manchkanti",11-50,Production-Grade Unstructured Document Extraction,"Artificial Intelligence (AI), Data Management, Software","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,3900000.0,USD,2025-02-19,Seed,4400000.0,USD,3.0,"Y Combinator, Liquid 2 Ventures, NFDG Ventures, Soma Capital, Daniel Gross",0.0,0.0,-0.3,220.00%,Y,San Francisco Bay Area,West Coast,Western US,AI & Data
EchoLiner,https://www.crunchbase.com/organization/echoliner,2025-01-14,Unknown,11-50,AI-powered modular automation & real-time factory analytics platform,"Artificial Intelligence (AI), Industrial Automation, Manufacturing, Robotics","Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software","Denver, Colorado, United States","Greater Denver Area, Western US",Active,Seed,2,6500000.0,USD,2025-08-20,Seed,7300000.0,USD,0.0,"Momenta, Pathbreaker Ventures, HorizenNet Capital, ARVO VENTURE CAPITAL",0.0,0.0,9.7,100.00%,N,Greater Denver Area,Unknown,Western US,AI & Data
iCOUNTER,https://www.crunchbase.com/organization/icounter,2025-01-01,Unknown,11-50,iCOUNTER has developed an intelligence capability that is solely focused on thwarting specific attacks.,"Cyber Security, Network Security","Information Technology, Privacy and Security","Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Active,Early Stage Venture,1,30000000.0,USD,2025-07-16,Series A,30000000.0,USD,1.0,SYN Ventures,2.8,-3.6,9.9,600.00%,Y,Dallas/Fort Worth Metroplex,Unknown,Southern US,Enterprise Software
Alio Labs,https://www.crunchbase.com/organization/alio-labs,2023-01-01,Mike Scobey,11-50,Alio Labs develops advanced and unique capabilities in the field of photonics and optics.,"Eyewear, Manufacturing","Consumer Goods, Manufacturing","Santa Rosa, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,3002630.0,USD,2025-08-28,Seed,13123697.0,USD,0.0,Unknown,-0.3,7.6,8.6,29.00%,N,San Francisco Bay Area,West Coast,Western US,Industrial & Other
Nottelabs,https://www.crunchbase.com/organization/nottelabs,2025-02-01,"Andrea Pinto, Lucas Giordano",11-50,Building internet infrastructure for web agents,"Information Technology, Open Source, Software","Information Technology, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,2500000.0,USD,2025-07-01,Pre-Seed,2500000.0,USD,0.0,"Y Combinator, 2100 Ventures, Galion.exe, Drysdale Ventures, Reforge",0.0,-0.1,9.1,500.00%,N,San Francisco Bay Area,West Coast,Western US,Enterprise Software
Timberlyne Therapeutics,https://www.crunchbase.com/organization/timberlyne-therapeutics,2024-01-01,Christian Fougner,11-50,Timberlyne Therapeutics is a biopharmaceutical company that develops therapies for autoimmune diseases.,"Biopharma, Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering","San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Active,Early Stage Venture,1,180000000.0,USD,2025-01-09,Series A,180000000.0,USD,3.0,"Lilly Asia Ventures, Bain Capital Life Sciences, Abingworth, Boyu Capital, 3H Health Investment",-0.2,-0.5,-0.5,1100.00%,N,Greater San Diego Area,West Coast,Western US,Healthcare & Biotech
Linker Finance,https://www.crunchbase.com/organization/linker-finance,2023-01-01,"Claudia Bardales, Jorge Garcia",11-50,Linker Finance is an integrated mobile and Internet digital banking platform.,"Banking, Digital Media, Financial Services, Web Apps","Apps, Financial Services, Lending and Investments, Media and Entertainment, Software","Pasadena, California, United States","Greater Los Angeles Area, West Coast, Western US",Active,Unknown,3,0.0,USD,2025-04-29,Corporate Round,3720000.0,USD,4.0,"Techstars, Chingona Ventures, Commerce Ventures, TenOneTen Ventures, Alloy Labs",-0.7,-2.0,4.7,5.00%,N,Greater Los Angeles Area,West Coast,Western US,Fintech
Coco Coders,https://www.crunchbase.com/organization/coco-coders,2023-06-02,Elizabeth Tweedale,11-50,Coco Coders is an EdTech subscription business teaching children age 6-14 how to code & transforming the future of K-12 online education.,"Artificial Intelligence (AI), Children, EdTech, Education, Online Portals, Subscription Service","Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Education, Internet Services, Other, Science and Engineering, Software","Incline Village, Nevada, United States",Western US,Active,Unknown,4,250000.0,USD,2025-05-23,Venture - Series Unknown,1975000.0,USD,3.0,"Homegrown Capital, Battle Born Venture, Amrock Ventures, Innoventures Iowa, Stuart McLeod",-0.1,-0.4,-1.4,22.00%,N,Western US,Unknown,Unknown,AI & Data
Fragmetric,https://www.crunchbase.com/organization/fragmetric,2024-01-01,Unknown,11-50,Fragmetric is a native liquid restaking mechanism for Solana that improve the Solana ecosystem's security and economic potential.,"Cyber Security, Decentralized Finance (DeFi), Network Security","Blockchain and Cryptocurrency, Information Technology, Privacy and Security","Delaware, Ohio, United States","Great Lakes, Midwestern US",Active,Seed,3,5000000.0,USD,2025-03-24,Seed,12000000.0,USD,3.0,"BitGo, Amber Group, Flowdesk, Robot Ventures, Hashed",2.4,0.0,-0.7,Unknown,N,Great Lakes,Unknown,Midwestern US,Fintech
RM11,https://www.crunchbase.com/organization/rm11,2024-01-01,Natasha August,11-50,"RM11 is a private content sharing platform for creators, offering 90% payouts, no restrictions, and VIP experiences.",Content Creators,Media and Entertainment,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Active,Seed,1,2000000.0,USD,2025-02-11,Seed,2000000.0,USD,0.0,Unknown,0.9,-0.6,-0.6,50.00%,N,Dallas/Fort Worth Metroplex,Unknown,Southern US,Media & Marketing
Marveri,https://www.crunchbase.com/organization/marveri,2023-01-01,"Connor Acle, Emily Mu, Jeremie Lasnier, Jérémie Lasnier, Samuel Bosch",11-50,Marveri is a tech company focused on revolutionizing corporate and transactional work.,"Artificial Intelligence (AI), Information Technology, Legal Tech, Machine Learning, Software","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Seed,3,3500000.0,USD,2025-05-05,Seed,6500000.0,USD,3.0,"Sequoia Capital, Bessemer Venture Partners, Alven, K5 Global, Day One Ventures",-0.1,-0.6,-0.7,40.00%,N,Greater Boston Area,East Coast,Northeastern US,AI & Data
